id_produto,nome_produto,sku,id_categoria,fornecedor,preco,peso_kg,estoque_disponivel,ativo,precisa_revisao,data_cadastro_produto,total_pedidos,receita_total,ticket_medio,total_unidades_vendidas,total_avaliacoes,media_nota_produto,media_nota_nps,pct_recomendacoes_sim,total_tickets,media_tempo_resolucao_horas,media_nota_suporte,timestamp_ingestion_gold
PROD-0199,Raquete De Beach Tennis,ESPO-RAQUETE-ATLÉTICA-0199,CATEG-0006,Atlética Import Ltda,391.00,7.11,321,Não,Não,2021-06-10,125,116598.93,932.79,362,65,4.09,7.77,89.23,6,46.34,3.83,2026-05-16 20:42:35.119941
PROD-0200,Raquete De Badminton Kit 2,ESPO-RAQUETE-SPORTSBRASIL-0200,CATEG-0006,Sportsbrasil Atacado,117.00,4.12,1,Sim,Não,2021-07-13,265,71748.88,270.75,760,126,3.56,7.1,75.4,28,71.59,3.11,2026-05-16 20:42:35.119941
PROD-0201,Skate Completo,ESPO-SKATE-ESPORTE-0201,CATEG-0006,Esporte Total Ltda,440.00,5.69,140,Sim,Não,2022-07-28,104,96803.07,930.8,289,46,3.76,7.07,73.91,8,92.61,3.38,2026-05-16 20:42:35.119941
PROD-0202,Patins Quad,ESPO-PATINS-SPORTSBRASIL-0202,CATEG-0006,Sportsbrasil Atacado,346.00,14.38,52,Sim,Não,2019-06-19,133,109198.95,821.04,396,73,3.7,7.45,79.45,8,119.89,4.38,2026-05-16 20:42:35.119941
PROD-0203,Patins Inline,NULL-PATINS-FITNESS-0203,CATEG-0008,Fitness Distribuidora,302.00,3.86,-1,Não,Sim,2018-03-24,125,88124.35,704.99,362,62,3.84,7.34,80.65,11,59.26,3.18,2026-05-16 20:42:35.119941
PROD-0204,Barraca De Camping 4 Pessoas,ESPO-BARRACA-SPORTSBRASIL-0204,CATEG-0006,Sportsbrasil Atacado,439.00,14.76,134,Sim,Não,2020-04-17,122,118041.33,967.55,329,64,3.25,6.36,67.19,16,56.97,3.44,2026-05-16 20:42:35.119941
PROD-0205,Barraca De Camping 2 Pessoas,ESPO-BARRACA-ESPORTE-0205,CATEG-0006,Esporte Total Ltda,-1.00,13.03,420,Não,Não,2024-09-03,640,147021.61,229.72,1791,317,3.58,7.04,75.39,52,64.79,3.0,2026-05-16 20:42:35.119941
PROD-0206,Colchão Inflável,ESPO-COLCHÃO-SPORTSBRASIL-0206,CATEG-0006,Sportsbrasil Atacado,170.00,11.5,255,Sim,Não,2018-12-22,318,123569.41,388.58,876,158,3.57,7.44,75.95,18,75.41,2.78,2026-05-16 20:42:35.119941
PROD-0207,Mochila De Trilha 40l,ESPO-MOCHILA-SPORTSBRASIL-0207,CATEG-0006,Sportsbrasil Atacado,563.00,4.11,27,Sim,Não,2023-03-04,109,130660.35,1198.72,290,52,3.6,7.1,69.23,19,70.87,3.74,2026-05-16 20:42:35.119941
PROD-0208,Mochila De Trilha 20l,ESPO-MOCHILA-SPORTSBRASIL-0208,CATEG-0006,Sportsbrasil Atacado,231.00,4.92,197,Não,Não,2023-08-19,294,147158.24,500.54,783,150,3.61,7.21,75.33,26,58.77,3.27,2026-05-16 20:42:35.119941
PROD-0209,Garrafa Térmica 1l,ESPO-GARRAFA-SPORTSBRASIL-0209,CATEG-0006,Sportsbrasil Atacado,94.00,10.43,12,Sim,Não,2019-07-03,572,123685.85,216.23,1590,280,3.69,7.27,74.64,39,73.03,3.31,2026-05-16 20:42:35.119941
PROD-0210,Cantil Esportivo 750ml,ESPO-CANTIL-ATLÉTICA-0210,CATEG-0006,Atlética Import Ltda,57.00,-1.0,159,Não,Sim,2022-08-10,545,71810.67,131.76,1530,287,3.6,7.05,72.47,53,75.81,2.98,2026-05-16 20:42:35.119941
PROD-0211,Luvas De Boxe,ESPO-LUVAS-SPORTSBRASIL-0211,CATEG-0006,Sportsbrasil Atacado,169.00,0.83,329,Sim,Não,2021-12-16,312,120717.75,386.92,851,152,3.68,7.13,75.0,26,60.07,3.35,2026-05-16 20:42:35.119941
PROD-0212,Saco De Pancadas,ESPO-SACO-ESPORTE-0212,CATEG-0006,Esporte Total Ltda,374.00,13.63,340,Não,Não,2022-08-11,113,91151.15,806.65,299,60,3.38,6.78,66.67,15,72.1,2.93,2026-05-16 20:42:35.119941
PROD-0213,Tapete De Yoga,ESPO-TAPETE-ESPORTE-0213,CATEG-0006,Esporte Total Ltda,141.00,4.64,187,Sim,Não,2023-01-19,304,94305.84,310.22,815,158,3.77,7.31,76.58,20,54.79,3.5,2026-05-16 20:42:35.119941
PROD-0214,Bloco De Yoga,NULL-BLOCO-ATLÉTICA-0214,CATEG-0008,Atlética Import Ltda,87.00,8.53,151,Não,Não,2020-04-12,611,123984.12,202.92,1687,314,3.55,6.92,72.93,48,59.3,3.42,2026-05-16 20:42:35.119941
PROD-0215,Corda De Pular,ESPO-CORDA-ESPORTE-0215,CATEG-0006,Esporte Total Ltda,50.00,9.69,55,Sim,Não,2019-04-23,593,65516.01,110.48,1619,309,3.61,6.95,71.52,39,60.23,3.38,2026-05-16 20:42:35.119941
PROD-0216,Capacete Ciclismo,ESPO-CAPACETE-SPORTSBRASIL-0216,CATEG-0006,Sportsbrasil Atacado,140.00,0.46,409,Sim,Não,2023-03-23,312,100177.31,321.08,886,174,3.62,7.2,76.44,18,58.44,3.56,2026-05-16 20:42:35.119941
PROD-0217,Óculos De Natação,ESPO-ÓCULOS-SPORTSBRASIL-0217,CATEG-0006,Sportsbrasil Atacado,141.00,3.17,72,Sim,Não,2018-09-03,304,92453.49,304.12,821,159,3.67,7.33,79.25,26,70.07,3.31,2026-05-16 20:42:35.119941
PROD-0218,Kettlebell 12kg,ESPO-KETTLEBELL-SPORTSBRASIL-0218,CATEG-0006,Sportsbrasil Atacado,165.00,8.14,0,Sim,Não,2018-07-21,294,106182.55,361.17,768,157,3.59,7.34,77.71,18,55.04,3.44,2026-05-16 20:42:35.119941
PROD-0219,Kettlebell 8kg,ESPO-KETTLEBELL-ATLÉTICA-0219,CATEG-0006,Atlética Import Ltda,209.00,7.87,337,Sim,Não,2023-05-06,294,130917.59,445.3,756,149,3.71,7.4,79.19,17,53.33,3.41,2026-05-16 20:42:35.119941
PROD-0220,Barra De Musculação,ESPO-BARRA-SPORTSBRASIL-0220,CATEG-0006,Sportsbrasil Atacado,552.00,3.14,1,Sim,Não,2024-05-06,119,152159.52,1278.65,342,48,3.79,6.85,75.0,4,50.53,3.75,2026-05-16 20:42:35.119941
PROD-0221,Anilha 10kg Par,ESPO-ANILHA-ATLÉTICA-0221,CATEG-0006,Atlética Import Ltda,193.00,13.99,293,Sim,Não,2024-11-02,306,144165.46,471.13,924,150,3.64,7.25,76.67,24,51.68,3.5,2026-05-16 20:42:35.119941
PROD-0222,Colchonete Ginástica,ESPO-COLCHONETE-SPORTSBRASIL-0222,CATEG-0006,Sportsbrasil Atacado,-1.00,12.16,105,Não,Sim,2018-02-02,585,130002.49,222.23,1615,286,3.76,7.35,78.67,55,65.87,3.6,2026-05-16 20:42:35.119941
PROD-0223,Elástico De Resistência Kit,ESPO-ELÁSTICO-FITNESS-0223,CATEG-0006,Fitness Distribuidora,66.00,3.97,351,Sim,Não,2021-04-01,564,83845.33,148.66,1522,293,3.65,7.33,75.43,29,53.78,3.72,2026-05-16 20:42:35.119941
PROD-0224,Suporte Para Bicicleta,ESPO-SUPORTE-ATLÉTICA-0224,CATEG-0006,Atlética Import Ltda,100.00,8.93,106,Sim,Não,2022-06-19,584,132210.15,226.39,1621,285,3.69,7.14,76.14,47,56.11,3.23,2026-05-16 20:42:35.119941
PROD-0225,Elíptico Doméstico,ESPO-ELÍPTICO-SPORTSBRASIL-0225,CATEG-0006,Sportsbrasil Atacado,-1.00,2.55,167,Não,Sim,2018-10-11,622,139324.41,223.99,1700,324,3.61,7.09,72.84,47,67.85,3.06,2026-05-16 20:42:35.119941
PROD-0226,Esteira Ergométrica,ESPO-ESTEIRA-FITNESS-0226,CATEG-0006,Fitness Distribuidora,-1.00,8.4,323,Sim,Não,2018-08-08,565,130738.31,231.4,1609,297,3.69,7.24,75.76,52,52.67,3.81,2026-05-16 20:42:35.119941
PROD-0227,Bicicleta Ergométrica,ESPO-BICICLETA-SPORTSBRASIL-0227,CATEG-0006,Sportsbrasil Atacado,842.00,13.31,425,Sim,Não,2021-04-09,89,160404.73,1802.3,235,44,3.66,7.32,75.0,3,121.4,3.0,2026-05-16 20:42:35.119941
PROD-0228,Luvas De Ciclismo,ESPO-LUVAS-ESPORTE-0228,CATEG-0006,Esporte Total Ltda,66.00,6.96,111,Sim,Não,2020-09-01,579,82786.55,142.98,1558,275,3.58,7.2,76.36,36,58.81,3.44,2026-05-16 20:42:35.119941
PROD-0229,Joelheira Esportiva Par,ESPO-JOELHEIRA-FITNESS-0229,CATEG-0006,Fitness Distribuidora,70.00,-1.0,488,Sim,Sim,2020-01-10,561,86206.95,153.67,1530,278,3.65,7.14,76.26,36,61.34,3.08,2026-05-16 20:42:35.119941
PROD-0230,Cotoveleira Esportiva Par,ESPO-COTOVELEIRA-FITNESS-0230,CATEG-0006,Fitness Distribuidora,111.00,14.5,75,Sim,Não,2019-09-27,323,80689.17,249.81,880,163,3.68,7.25,76.69,34,50.51,3.56,2026-05-16 20:42:35.119941
PROD-0231,Munhequeira Kit 2,ESPO-MUNHEQUEIRA-ATLÉTICA-0231,CATEG-0006,Atlética Import Ltda,53.00,5.25,107,Sim,Não,2020-01-26,627,73340.12,116.97,1632,298,3.57,6.94,72.82,52,62.25,3.1,2026-05-16 20:42:35.119941
PROD-0232,Meias De Compressão Par,ESPO-MEIAS-ATLÉTICA-0232,CATEG-0006,Atlética Import Ltda,148.00,4.62,496,Sim,Não,2025-03-13,318,97294.6,305.96,832,170,3.61,7.15,75.29,21,67.1,3.0,2026-05-16 20:42:35.119941
PROD-0233,Suporte Lombar Esportivo,ESPO-SUPORTE-ESPORTE-0233,CATEG-0006,Esporte Total Ltda,116.00,3.5,375,Sim,Não,2019-01-08,339,94945.41,280.07,1003,165,3.72,7.18,76.36,30,60.22,3.7,2026-05-16 20:42:35.119941
PROD-0234,Óculos De Ciclismo,ESPO-ÓCULOS-ATLÉTICA-0234,CATEG-0006,Atlética Import Ltda,187.00,5.84,280,Sim,Não,2020-05-07,263,110995.73,422.04,742,124,3.58,7.26,78.23,23,59.04,3.43,2026-05-16 20:42:35.119941
PROD-0235,Camiseta Esportiva Masculina,ESP-CAMISETA-ESPORTE-0235,CATEG-0006,Esporte Total Ltda,62.00,7.99,492,Sim,Não,2020-05-16,563,78530.1,139.49,1523,283,3.7,7.43,77.03,40,78.7,3.68,2026-05-16 20:42:35.119941
PROD-0236,Camiseta Esportiva Feminina,3SPO-CAMISETA-ATLÉTICA-0236,CATEG-0008,Atlética Import Ltda,56.00,4.34,24,Sim,Não,2025-08-23,601,76127.89,126.67,1598,314,3.62,6.97,72.61,52,49.09,3.37,2026-05-16 20:42:35.119941
PROD-0237,Bota Para Caminhada,ESPO-BOTA-FITNESS-0237,CATEG-0006,Fitness Distribuidora,333.00,0.49,300,Sim,Não,2023-01-03,109,88800.64,814.68,338,52,3.65,6.81,73.08,12,65.43,2.58,2026-05-16 20:42:35.119941
PROD-0238,Tênis De Natação,ESPO-TÊNIS-ESPORTE-0238,CATEG-0006,Esporte Total Ltda,83.00,11.99,397,Sim,Não,2021-07-25,560,103432.06,184.7,1565,285,3.7,7.55,77.54,38,67.42,3.11,2026-05-16 20:42:35.119941
PROD-0239,Regata Esportiva Masculina,ESPO-REGATA-ESPORTE-0239,CATEG-0006,Esporte Total Ltda,43.00,12.21,441,Sim,Não,2026-02-24,577,56041.21,97.13,1592,293,3.66,7.2,75.43,47,61.71,3.49,2026-05-16 20:42:35.119941
PROD-0240,Bermuda De Natação,ESPO-BERMUDA-SPORTSBRASIL-0240,CATEG-0006,Sportsbrasil Atacado,130.00,-1.0,173,Sim,Sim,2019-03-08,243,75353.19,310.1,713,117,3.73,7.33,75.21,29,71.39,3.41,2026-05-16 20:42:35.119941
PROD-0241,Maiô Esportivo,ESPO-MAIÔ-ATLÉTICA-0241,CATEG-0006,Atlética Import Ltda,-1.00,6.3,146,Sim,Sim,2018-02-22,607,140295.6,231.13,1704,331,3.64,7.26,78.85,49,56.82,3.1,2026-05-16 20:42:35.119941
PROD-0242,Luvas De Musculação,ESPO-LUVAS-SPORTSBRASIL-0242,CATEG-0006,Sportsbrasil Atacado,160.00,13.03,234,Sim,Não,2025-02-19,303,108963.03,359.61,845,152,3.55,7.07,73.03,24,60.45,3.42,2026-05-16 20:42:35.119941
PROD-0243,Bola De Pilates 65cm,ESPO-BOLA-ATLÉTICA-0243,CATEG-0006,Atlética Import Ltda,157.00,7.05,0,Sim,Não,2019-06-22,305,104288.25,341.93,837,155,3.82,7.43,78.71,16,59.21,3.31,2026-05-16 20:42:35.119941
PROD-0244,Rolo De Pilates,ESPO-ROLO-SPORTSBRASIL-0244,CATEG-0006,Sportsbrasil Atacado,76.00,2.5,34,Não,Não,2024-01-05,598,101341.73,169.47,1648,309,3.57,7.02,77.99,51,61.14,3.24,2026-05-16 20:42:35.119941
PROD-0245,Prancha De Surf,ESPO-PRANCHA-SPORTSBRASIL-0245,CATEG-0006,Sportsbrasil Atacado,805.00,11.94,80,Sim,Não,2019-05-19,81,136162.11,1681.01,199,39,3.64,7.79,89.74,9,94.92,2.11,2026-05-16 20:42:35.119941
PROD-0246,Body Board,ESPO-BODY-SPORTSBRASIL-0246,CATEG-0006,Sportsbrasil Atacado,304.00,13.87,140,Sim,Não,2020-01-22,114,78451.43,688.17,314,52,3.52,7.15,80.77,9,60.99,3.22,2026-05-16 20:42:35.119941
PROD-0247,Pé De Pato Par,ESPO-PÉ-FITNESS-0247,CATEG-0006,Fitness Distribuidora,125.00,5.08,69,Sim,Não,2019-06-13,285,77220.56,270.95,757,132,3.6,6.82,76.52,23,66.15,3.48,2026-05-16 20:42:35.119941
PROD-0248,Rede De Vôlei,ESPO-REDE-ATLÉTICA-0248,CATEG-0006,Atlética Import Ltda,-1.00,8.55,223,Não,Não,2021-05-03,633,137650.13,217.46,1672,305,3.7,7.36,77.7,65,55.54,3.42,2026-05-16 20:42:35.119941
PROD-0249,Trave De Futebol Infantil,ESPO-TRAVE-ATLÉTICA-0249,CATEG-0006,Atlética Import Ltda,302.00,6.27,187,Sim,Não,2024-12-09,121,73256.99,605.43,283,63,3.68,7.06,74.6,9,76.2,3.33,2026-05-16 20:42:35.119941
PROD-0250,Perfume Feminino 100ml,BELE-PERFUME-COSMÉTICOS-0250,CATEG-0002,Cosméticos Do Brasil Ltda,229.00,0.44,280,Sim,Não,2024-03-31,294,149825.91,509.61,785,140,3.59,7.39,78.57,31,56.25,2.97,2026-05-16 20:42:35.119941
PROD-0251,Perfume Masculino 100ml,BELE-PERFUME-COSMÉTICOS-0251,CATEG-0002,Cosméticos Do Brasil Ltda,148.00,0.7,210,Sim,Não,2020-01-06,315,111581.12,354.23,881,161,3.75,7.46,77.02,34,50.76,3.32,2026-05-16 20:42:35.119941
PROD-0252,Perfume Feminino 50ml,BELE-PERFUME-PERFUMES-0252,CATEG-0002,Perfumes & Cia,130.00,0.85,439,Sim,Não,2021-12-24,299,91255.25,305.2,818,151,3.56,7.15,77.48,16,75.95,2.5,2026-05-16 20:42:35.119941
PROD-0253,Perfume Masculino 50ml,BEL-PERFUME-PERFUMES-0253,CATEG-0002,Perfumes & Cia,109.00,0.35,385,Sim,Não,2019-01-09,285,72798.43,255.43,782,148,3.51,6.9,72.3,25,55.4,3.68,2026-05-16 20:42:35.119941
PROD-0254,Secador De Cabelo 2200w,BELE-SECADOR-PERFUMES-0254,CATEG-0002,Perfumes & Cia,-1.00,-1.0,258,Sim,Sim,2025-07-17,575,129155.67,224.62,1527,281,3.57,6.97,73.67,54,57.35,3.5,2026-05-16 20:42:35.119941
PROD-0255,Secador De Cabelo 1800w,BELE-SECADOR-PERFUMES-0255,CATEG-0002,Perfumes & Cia,90.00,0.12,172,Sim,Não,2025-07-23,544,115185.23,211.74,1517,296,3.68,7.44,80.41,42,54.01,3.45,2026-05-16 20:42:35.119941
PROD-0256,Chapinha Profissional,BELE-CHAPINHA-BELEZA-0256,CATEG-0002,Beleza Total Atacado,303.00,1.29,-1,Sim,Sim,2021-12-18,126,89850.41,713.1,344,58,3.67,7.09,74.14,13,97.99,3.69,2026-05-16 20:42:35.119941
PROD-0257,Modelador De Cachos,NULL-MODELADOR-BEAUTY-0257,CATEG-0008,Beauty Import Brasil,120.00,0.21,127,Sim,Não,2024-07-26,321,88414.36,275.43,877,154,3.53,6.74,68.83,29,67.93,2.86,2026-05-16 20:42:35.119941
PROD-0258,Máquina De Cortar Cabelo,BELE-MÁQUINA-BEAUTY-0258,CATEG-0002,Beauty Import Brasil,223.00,0.31,63,Sim,Não,2021-07-27,296,156420.72,528.45,825,149,3.79,7.63,81.88,16,85.81,2.81,2026-05-16 20:42:35.119941
PROD-0259,Aparador De Pelos,BELE-APARADOR-PERFUMES-0259,CATEG-0002,Perfumes & Cia,104.00,0.31,487,Sim,Não,2023-04-18,296,70239.33,237.3,793,146,3.62,7.27,76.03,31,40.42,3.65,2026-05-16 20:42:35.119941
PROD-0260,Kit Skincare Facial,BELE-KIT-BEAUTY-0260,CATEG-0002,Beauty Import Brasil,-1.00,0.3,195,Sim,Não,2020-05-14,585,132179.85,225.95,1566,303,3.62,7.33,78.55,46,70.95,2.78,2026-05-16 20:42:35.119941
PROD-0261,Protetor Solar Fps 70,BELE-PROTETOR-BEAUTY-0261,CATEG-0002,Beauty Import Brasil,57.00,0.97,32,Sim,Não,2022-08-11,588,76507.93,130.12,1565,293,3.68,7.29,74.74,53,41.46,3.4,2026-05-16 20:42:35.119941
PROD-0262,Protetor Solar Fps 30,BELE-PROTETOR-PERFUMES-0262,CATEG-0002,Perfumes & Cia,39.00,1.4,388,Não,Não,2020-10-20,572,52332.19,91.49,1557,271,3.6,7.16,76.01,63,65.71,3.1,2026-05-16 20:42:35.119941
PROD-0263,Creme Anti-idade,BELE-CREME-COSMÉTICOS-0263,CATEG-0002,Cosméticos Do Brasil Ltda,-1.00,1.0,-1,Não,Sim,2019-05-28,610,139284.57,228.34,1638,293,3.66,7.3,74.74,51,65.48,3.69,2026-05-16 20:42:35.119941
PROD-0264,Creme Hidratante Facial,BELE-CREME-BEAUTY-0264,CATEG-0002,Beauty Import Brasil,62.00,0.61,344,Não,Não,2022-03-22,602,87291.69,145.0,1651,293,3.64,7.29,76.11,59,63.39,3.22,2026-05-16 20:42:35.119941
PROD-0265,Shampoo Profissional 1l,BELE-SHAMPOO-BELEZA-0265,CATEG-0002,Beleza Total Atacado,41.00,0.85,354,Sim,Não,2020-07-09,576,54857.68,95.24,1597,282,3.62,7.2,76.95,37,58.26,3.7,2026-05-16 20:42:35.119941
PROD-0266,Condicionador Profissional 1l,BELE-CONDICIONADOR-BEAUTY-0266,CATEG-0002,Beauty Import Brasil,59.00,0.16,204,Sim,Não,2024-05-14,574,76318.84,132.96,1555,284,3.69,7.27,78.87,40,68.86,3.25,2026-05-16 20:42:35.119941
PROD-0267,Máscara Capilar 500g,BELE-MÁSCARA-BELEZA-0267,CATEG-0002,Beleza Total Atacado,141.00,1.17,131,Sim,Não,2019-03-21,319,105998.94,332.29,895,154,3.72,7.38,77.27,26,70.52,2.92,2026-05-16 20:42:35.119941
PROD-0268,Óleo Capilar 60ml,BELE-ÓLEO-BEAUTY-0268,CATEG-0002,Beauty Import Brasil,61.00,0.21,279,Sim,Não,2025-12-21,637,92690.36,145.51,1796,353,3.64,7.22,74.5,40,57.32,3.28,2026-05-16 20:42:35.119941
PROD-0269,Escova De Cabelo Profissional,BELE-ESCOVA-COSMÉTICOS-0269,CATEG-0002,Cosméticos Do Brasil Ltda,-1.00,1.47,139,Sim,Sim,2020-07-23,591,135783.72,229.75,1601,284,3.74,7.23,78.17,50,61.13,3.52,2026-05-16 20:42:35.119941
PROD-0270,Paleta De Sombras 18 Cores,BELE-PALETA-BEAUTY-0270,CATEG-0002,Beauty Import Brasil,99.00,-1.0,463,Sim,Sim,2019-03-28,569,131243.61,230.66,1555,280,3.53,6.97,74.64,52,55.82,3.17,2026-05-16 20:42:35.119941
PROD-0271,Base Líquida,BELE-BASE-BELEZA-0271,CATEG-0002,Beleza Total Atacado,-1.00,0.25,433,Sim,Não,2018-01-20,604,143570.74,237.7,1616,302,3.48,6.85,71.85,49,64.08,3.45,2026-05-16 20:42:35.119941
PROD-0272,Batom Matte,BELE-BATOM-BELEZA-0272,CATEG-0002,Beleza Total Atacado,35.00,0.93,128,Sim,Não,2019-06-24,625,52425.5,83.88,1774,285,3.66,7.18,77.19,60,59.14,3.57,2026-05-16 20:42:35.119941
PROD-0273,Batom Gloss,BELE-BATOM-BEAUTY-0273,CATEG-0002,Beauty Import Brasil,27.00,1.48,22,Sim,Não,2019-10-16,544,32677.42,60.07,1432,279,3.48,6.67,70.25,52,51.77,3.23,2026-05-16 20:42:35.119941
PROD-0274,Sérum Vitamina C,BELE-SÉRUM-PERFUMES-0274,CATEG-0002,Perfumes & Cia,233.00,0.16,415,Sim,Não,2019-06-24,286,166091.18,580.74,847,150,3.64,7.31,78.0,24,53.31,3.04,2026-05-16 20:42:35.119941
PROD-0275,Sérum Ácido Hialurônico,BELE-SÉRUM-BEAUTY-0275,CATEG-0002,Beauty Import Brasil,186.00,1.27,247,Não,Não,2024-04-11,269,117313.24,436.11,727,143,3.56,6.99,71.33,19,63.17,3.84,2026-05-16 20:42:35.119941
PROD-0276,Desodorante Antitranspirante,BELE-DESODORANTE-PERFUMES-0276,CATEG-0002,Perfumes & Cia,18.00,0.84,379,Sim,Não,2024-12-21,538,22509.47,41.84,1449,255,3.69,7.34,77.65,50,62.18,3.52,2026-05-16 20:42:35.119941
PROD-0277,Loção Corporal Hidratante,BELE-LOÇÃO-BEAUTY-0277,CATEG-0002,Beauty Import Brasil,58.00,0.76,97,Sim,Não,2019-09-18,602,77584.44,128.88,1609,308,3.65,7.3,76.62,41,73.07,3.41,2026-05-16 20:42:35.119941
PROD-0278,Óleo Corporal,NULL-ÓLEO-BEAUTY-0278,CATEG-0008,Beauty Import Brasil,44.00,0.78,338,Sim,Não,2026-01-12,608,64054.57,105.35,1710,313,3.66,7.18,75.4,42,55.41,3.0,2026-05-16 20:42:35.119941
PROD-0279,Kit Manicure 10 Peças,BEL-KIT-COSMÉTICOS-0279,CATEG-0002,Cosméticos Do Brasil Ltda,43.00,0.36,247,Não,Não,2025-03-07,594,61368.11,103.31,1688,299,3.68,7.28,75.25,62,51.22,3.44,2026-05-16 20:42:35.119941
PROD-0280,Esponja Mágica De Maquiagem,BELE-ESPONJA-PERFUMES-0280,CATEG-0002,Perfumes & Cia,80.00,0.75,42,Sim,Não,2023-12-24,570,106432.64,186.72,1571,293,3.68,7.04,74.74,53,71.93,3.3,2026-05-16 20:42:35.119941
PROD-0281,Removedor De Maquiagem,BELE-REMOVEDOR-PERFUMES-0281,CATEG-0002,Perfumes & Cia,46.00,0.83,466,Não,Não,2020-02-03,616,65094.09,105.67,1720,323,3.63,7.11,73.99,52,80.41,3.5,2026-05-16 20:42:35.119941
PROD-0282,Tônico Facial,BELE-TÔNICO-COSMÉTICOS-0282,CATEG-0002,Cosméticos Do Brasil Ltda,149.00,1.19,308,Sim,Não,2021-05-20,288,98243.5,341.12,749,144,3.63,7.2,72.92,25,68.89,3.36,2026-05-16 20:42:35.119941
PROD-0283,Esfoliante Corporal,BELE-ESFOLIANTE-BEAUTY-0283,CATEG-0002,Beauty Import Brasil,48.00,1.22,1,Sim,Não,2023-07-18,593,65793.28,110.95,1614,306,3.58,7.05,73.86,69,58.64,3.45,2026-05-16 20:42:35.119941
PROD-0284,Sabonete Líquido 500ml,NULL-SABONETE-COSMÉTICOS-0284,CATEG-0008,Cosméticos Do Brasil Ltda,-1.00,0.81,3,Sim,Sim,2018-06-06,596,138302.73,232.05,1688,296,3.65,7.3,75.0,37,55.2,3.35,2026-05-16 20:42:35.119941
PROD-0285,Gel De Limpeza Facial,BELE-GEL-COSMÉTICOS-0285,CATEG-0002,Cosméticos Do Brasil Ltda,-1.00,-1.0,98,Sim,Sim,2021-03-01,584,132339.24,226.61,1541,302,3.61,6.99,71.19,55,59.83,3.33,2026-05-16 20:42:35.119941
PROD-0286,Máscara Facial Argila,BELE-MÁSCARA-BELEZA-0286,CATEG-0002,Beleza Total Atacado,58.00,0.71,0,Sim,Não,2023-08-15,574,80216.05,139.75,1609,278,3.62,7.21,75.18,52,66.34,2.77,2026-05-16 20:42:35.119941
PROD-0287,Pincel De Maquiagem Kit,BELE-PINCEL-PERFUMES-0287,CATEG-0002,Perfumes & Cia,111.00,0.97,442,Não,Não,2025-06-28,282,70493.49,249.98,751,147,3.58,7.41,74.83,21,69.64,3.52,2026-05-16 20:42:35.119941
PROD-0288,Esmalte Kit 6 Cores,BELE-ESMALTE-COSMÉTICOS-0288,CATEG-0002,Cosméticos Do Brasil Ltda,-1.00,0.84,50,Sim,Não,2020-12-09,581,128877.7,221.82,1496,280,3.66,7.06,75.71,40,56.72,3.23,2026-05-16 20:42:35.119941
PROD-0289,Creme Para As Mãos,NULL-CREME-BEAUTY-0289,CATEG-0008,Beauty Import Brasil,-1.00,0.66,0,Sim,Sim,2021-04-30,627,140620.95,224.28,1665,318,3.68,7.24,76.73,47,61.22,3.26,2026-05-16 20:42:35.119941
PROD-0290,Bálsamo Labial,BELE-BÁLSAMO-PERFUMES-0290,CATEG-0002,Perfumes & Cia,17.00,1.13,386,Não,Não,2020-08-03,534,21093.97,39.5,1469,274,3.64,7.22,76.64,31,57.81,3.29,2026-05-16 20:42:35.119941
PROD-0291,Spray Fixador De Maquiagem,BELE-SPRAY-BELEZA-0291,CATEG-0002,Beleza Total Atacado,39.00,1.13,356,Sim,Não,2021-01-08,568,49943.6,87.93,1542,274,3.57,7.05,73.36,40,63.49,3.28,2026-05-16 20:42:35.119941
PROD-0292,Corretivo Líquido,BELE-CORRETIVO-BEAUTY-0292,CATEG-0002,Beauty Import Brasil,85.00,1.47,370,Sim,Não,2024-07-19,584,114782.42,196.55,1596,313,3.59,7.09,75.08,40,58.68,2.83,2026-05-16 20:42:35.119941
PROD-0293,Blush Em Pó,BELE-BLUSH-BEAUTY-0293,CATEG-0002,Beauty Import Brasil,42.00,1.39,60,Sim,Não,2018-01-30,614,58584.8,95.41,1652,308,3.72,7.22,75.97,57,61.01,3.05,2026-05-16 20:42:35.119941
PROD-0294,Iluminador Facial,BELE-ILUMINADOR-BEAUTY-0294,CATEG-0002,Beauty Import Brasil,-1.00,0.27,22,Não,Não,2018-05-16,609,133600.89,219.38,1620,306,3.67,7.27,75.49,44,71.02,3.3,2026-05-16 20:42:35.119941
PROD-0295,Delineador Líquido,B3LE-DELINEADOR-COSMÉTICOS-0295,CATEG-0008,Cosméticos Do Brasil Ltda,44.00,1.41,474,Sim,Não,2019-06-29,578,58181.67,100.66,1584,270,3.61,7.16,75.56,54,61.8,3.43,2026-05-16 20:42:35.119941
PROD-0296,Máscara De Cílios,BELE-MÁSCARA-BEAUTY-0296,CATEG-0002,Beauty Import Brasil,83.00,0.17,176,Sim,Não,2019-01-31,548,102552.36,187.14,1462,283,3.77,7.35,78.8,38,66.54,3.21,2026-05-16 20:42:35.119941
PROD-0297,Lápis De Sobrancelha,BELE-LÁPIS-PERFUMES-0297,CATEG-0002,Perfumes & Cia,52.00,1.26,482,Não,Não,2023-04-14,617,75240.63,121.95,1738,290,3.82,7.52,80.0,53,67.44,3.21,2026-05-16 20:42:35.119941
